model	library	gt_name	gt_name_clean	name	ROUGE1	ROUGE2	csim	method	in_toks	out_toks
gpt-4o-mini-2024-07-18	KEGG_2021_Human	Vibrio cholerae infection	Vibrio cholerae infection	ATPase activity	0.0	0.0	0.13236329724552887	llm2geneset	1257	1875
gpt-4o-mini-2024-07-18	KEGG_2021_Human	Viral carcinogenesis	Viral carcinogenesis	Cell cycle regulation, Cytokine signaling in immune system, Apoptosis signaling pathway	0.0	0.0	0.3097594590809877	llm2geneset	1792	1648
gpt-4o-mini-2024-07-18	KEGG_2021_Human	Viral myocarditis	Viral myocarditis	Antigen processing and presentation, Apoptosis signaling pathway, Muscle contraction	0.0	0.0	0.27251842247518787	llm2geneset	1203	1465
gpt-4o-mini-2024-07-18	KEGG_2021_Human	Viral protein interaction with cytokine and cytokine receptor	Viral protein interaction with cytokine and cytokine receptor	Chemokine signaling pathway, Monocyte chemotaxis, Inflammatory response, Cytokine signaling in immune system, T cell activation	0.125	0.0	0.5611401485621199	llm2geneset	1399	1823
gpt-4o-mini-2024-07-18	KEGG_2021_Human	Vitamin B6 metabolism	Vitamin B6 metabolism	None found.	0.0	0.0	0.129947164303451	llm2geneset	1040	1069
gpt-4o-mini-2024-07-18	KEGG_2021_Human	Vitamin digestion and absorption	Vitamin digestion and absorption	Vitamin B12 transport and metabolism, Folate transport and metabolism	0.5	0.0	0.5639605815829312	llm2geneset	1094	1205
gpt-4o-mini-2024-07-18	KEGG_2021_Human	Wnt signaling pathway	Wnt signaling pathway	Wnt signaling pathway, Planar cell polarity pathway, Cell cycle regulation	1.0	1.0	1.0000000901343662	llm2geneset	1639	1773
gpt-4o-mini-2024-07-18	KEGG_2021_Human	Yersinia infection	Yersinia infection	NF-kappa B signaling pathway, TLR signaling pathway, Cytokine signaling in immune system, MAPK signaling pathway	0.0	0.0	0.2618255444374811	llm2geneset	1561	1510
gpt-4o-mini-2024-07-18	KEGG_2021_Human	alpha-Linolenic acid metabolism	alpha-Linolenic acid metabolism	Phospholipid metabolism, Fatty acid metabolism, Arachidonic acid signaling pathway	0.5	0.3333333333333333	0.6041695498525891	llm2geneset	1133	1928
gpt-4o-mini-2024-07-18	KEGG_2021_Human	beta-Alanine metabolism	beta-Alanine metabolism	Fatty acid oxidation	0.0	0.0	0.3655120991394317	llm2geneset	1126	1317
gpt-4o-mini-2024-07-18	KEGG_2021_Human	cAMP signaling pathway	cAMP signaling pathway	Calcium signaling pathway, MAPK signaling pathway, G protein-coupled receptor signaling pathway, cAMP signaling pathway, Neurotransmitter release	1.0	1.0	0.9999992341798571	llm2geneset	1871	2346
gpt-4o-mini-2024-07-18	KEGG_2021_Human	cGMP-PKG signaling pathway	cGMP-PKG signaling pathway	Cyclic nucleotide signaling, Calcium signaling pathway, G protein-coupled receptor signaling pathway, Heart muscle contraction, Nitric oxide signaling pathway	0.5	0.3333333333333333	0.7015362249730077	llm2geneset	1708	2060
gpt-4o-mini-2024-07-18	KEGG_2021_Human	mRNA surveillance pathway	mRNA surveillance pathway	mRNA 3' end processing, Protein dephosphorylation, Nonsense-mediated mRNA decay, mRNA export from nucleus	0.3333333333333333	0.0	0.5652350096442369	llm2geneset	1429	1439
gpt-4o-mini-2024-07-18	KEGG_2021_Human	mTOR signaling pathway	mTOR signaling pathway	Wnt signaling pathway, Ras signaling pathway, mTOR signaling pathway, Insulin signaling pathway, Autophagy process	1.0	1.0	0.9999989286854634	llm2geneset	1620	1363
gpt-4o-mini-2024-07-18	KEGG_2021_Human	p53 signaling pathway	p53 signaling pathway	Apoptosis, Cell Cycle Regulation, Cellular Response to DNA Damage Stimulus, DNA Damage Repair, Response to Stress	0.0	0.0	0.5069088237775213	llm2geneset	1261	1318
gpt-4o-mini-2024-07-18	KEGG_2021_Human	ABC transporters	ABC transporters	Lipid transport and homeostasis  	0.5	0.0	0.38350830304286626	GSAI	1151	457
gpt-4o-mini-2024-07-18	KEGG_2021_Human	AGE-RAGE signaling pathway in diabetic complications	AGE-RAGE signaling pathway in diabetic complications	Extracellular matrix remodeling and inflammatory response regulation  	0.0	0.0	0.3742869053530177	GSAI	1373	518
gpt-4o-mini-2024-07-18	KEGG_2021_Human	AMPK signaling pathway	AMPK signaling pathway	Regulation of Energy Metabolism and Insulin Signaling  	0.3333333333333333	0.0	0.5035955422362862	GSAI	1519	548
gpt-4o-mini-2024-07-18	KEGG_2021_Human	Acute myeloid leukemia	Acute myeloid leukemia	Hematopoietic signaling and cell survival regulation  	0.0	0.0	0.36681411844162315	GSAI	1244	452
gpt-4o-mini-2024-07-18	KEGG_2021_Human	Adherens junction	Adherens junction	Cellular adhesion and signal transduction in tissue development  	0.0	0.0	0.4952042115961114	GSAI	1268	531
gpt-4o-mini-2024-07-18	KEGG_2021_Human	Adipocytokine signaling pathway	Adipocytokine signaling pathway	Lipid Metabolism and Inflammatory Signaling in Energy Homeostasis  	0.3333333333333333	0.0	0.5741161462117084	GSAI	1260	719
gpt-4o-mini-2024-07-18	KEGG_2021_Human	Adrenergic signaling in cardiomyocytes	Adrenergic signaling in cardiomyocytes	Cardiac muscle contraction and signaling modulation  	0.25	0.0	0.6202433478426364	GSAI	1668	557
gpt-4o-mini-2024-07-18	KEGG_2021_Human	African trypanosomiasis	African trypanosomiasis	Inflammatory response and immune modulation  	0.0	0.0	0.18796983805797446	GSAI	1112	443
gpt-4o-mini-2024-07-18	KEGG_2021_Human	Alanine, aspartate and glutamate metabolism	Alanine, aspartate and glutamate metabolism	Amino acid metabolism and neurotransmitter synthesis  	0.4	0.0	0.5402776580004496	GSAI	1111	420
gpt-4o-mini-2024-07-18	KEGG_2021_Human	Alcoholism	Alcoholism	Chromatin remodeling and signal transduction in neurobiology  	0.0	0.0	0.17817780078782047	GSAI	1824	489
gpt-4o-mini-2024-07-18	KEGG_2021_Human	Aldosterone synthesis and secretion	Aldosterone synthesis and secretion	Hormonal signaling and adrenal steroidogenesis  	0.25	0.0	0.5472622340456406	GSAI	1407	509
gpt-4o-mini-2024-07-18	KEGG_2021_Human	Aldosterone-regulated sodium reabsorption	Aldosterone-regulated sodium reabsorption	Insulin signaling and glucose uptake regulation  	0.25	0.0	0.32112391504099946	GSAI	1147	594
gpt-4o-mini-2024-07-18	KEGG_2021_Human	Allograft rejection	Allograft rejection	Immune response and antigen presentation  	0.0	0.0	0.30039825723156566	GSAI	1142	438
gpt-4o-mini-2024-07-18	KEGG_2021_Human	Alzheimer disease	Alzheimer disease	Autophagy and Cellular Homeostasis 	0.0	0.0	0.24665309267385227	GSAI	2614	450
gpt-4o-mini-2024-07-18	KEGG_2021_Human	Amino sugar and nucleotide sugar metabolism	Amino sugar and nucleotide sugar metabolism	Glycolipid metabolism and nucleotide sugar biosynthesis  	0.6666666666666666	0.4	0.7474608519444609	GSAI	1158	590
gpt-4o-mini-2024-07-18	KEGG_2021_Human	Aminoacyl-tRNA biosynthesis	Aminoacyl-tRNA biosynthesis	Protein Translation and tRNA Handling  	0.3333333333333333	0.0	0.5531875686936496	GSAI	1217	383
gpt-4o-mini-2024-07-18	KEGG_2021_Human	Amoebiasis	Amoebiasis	Fibrosis and Inflammatory Response Modulation  	0.0	0.0	0.23446071706740235	GSAI	1401	724
gpt-4o-mini-2024-07-18	KEGG_2021_Human	Amphetamine addiction	Amphetamine addiction	Synaptic plasticity and neurotransmission regulation  	0.0	0.0	0.2638974748198654	GSAI	1272	374
gpt-4o-mini-2024-07-18	KEGG_2021_Human	Amyotrophic lateral sclerosis	Amyotrophic lateral sclerosis	Mitochondrial bioenergetics and autophagy regulation  	0.0	0.0	0.2870525388340682	GSAI	2591	494
gpt-4o-mini-2024-07-18	KEGG_2021_Human	Antigen processing and presentation	Antigen processing and presentation	Major Histocompatibility Complex (MHC) Class I and II Pathway Coordination  	0.25	0.0	0.5380183318226779	GSAI	1338	491
gpt-4o-mini-2024-07-18	KEGG_2021_Human	Apelin signaling pathway	Apelin signaling pathway	Cellular energy homeostasis and signaling	0.3333333333333333	0.0	0.3836602597494724	GSAI	1566	445
gpt-4o-mini-2024-07-18	KEGG_2021_Human	Apoptosis	Apoptosis	Apoptosis and cell stress response regulation  	1.0	0.0	0.6110230197016774	GSAI	1552	512
gpt-4o-mini-2024-07-18	KEGG_2021_Human	Arachidonic acid metabolism	Arachidonic acid metabolism	Lipid metabolism and oxidative stress response  	0.3333333333333333	0.0	0.42735218894184224	GSAI	1277	599
gpt-4o-mini-2024-07-18	KEGG_2021_Human	Arginine and proline metabolism	Arginine and proline metabolism	Ornithine and Polyamine Metabolism  	0.5	0.0	0.6565598575983883	GSAI	1168	497
gpt-4o-mini-2024-07-18	KEGG_2021_Human	Arginine biosynthesis	Arginine biosynthesis	Amino acid metabolism and urea cycle regulation  	0.0	0.0	0.4978418980749625	GSAI	1047	470
gpt-4o-mini-2024-07-18	KEGG_2021_Human	Arrhythmogenic right ventricular cardiomyopathy	Arrhythmogenic right ventricular cardiomyopathy	Muscle Cell Adhesion and Contraction Regulation  	0.0	0.0	0.24783709397420756	GSAI	1296	483
gpt-4o-mini-2024-07-18	KEGG_2021_Human	Ascorbate and aldarate metabolism	Ascorbate and aldarate metabolism	Metabolism of xenobiotics and endobiotics  	0.5	0.0	0.3879257586423268	GSAI	1138	606
gpt-4o-mini-2024-07-18	KEGG_2021_Human	Asthma	Asthma	Adaptive immune response and regulation of inflammation  	0.0	0.0	0.2984332749346263	GSAI	1119	472
gpt-4o-mini-2024-07-18	KEGG_2021_Human	Autoimmune thyroid disease	Autoimmune thyroid disease	Immune response and regulation  	0.0	0.0	0.311062240294362	GSAI	1200	519
gpt-4o-mini-2024-07-18	KEGG_2021_Human	Autophagy	Autophagy	Autophagy and Cellular Homeostasis**  	1.0	0.0	0.6847106777442313	GSAI	1567	604
gpt-4o-mini-2024-07-18	KEGG_2021_Human	Axon guidance	Axon guidance	Neuronal guidance and synaptic interaction  	0.5	0.0	0.36285418220865073	GSAI	1747	488
gpt-4o-mini-2024-07-18	KEGG_2021_Human	B cell receptor signaling pathway	B cell receptor signaling pathway	B-cell receptor signaling and immune response modulation  	0.8	0.75	0.7130467991174076	GSAI	1314	530
gpt-4o-mini-2024-07-18	KEGG_2021_Human	Bacterial invasion of epithelial cells	Bacterial invasion of epithelial cells	Cytoskeletal Dynamics and Cell Adhesion Signaling  	0.2	0.0	0.3248186223602278	GSAI	1289	594
gpt-4o-mini-2024-07-18	KEGG_2021_Human	Basal cell carcinoma	Basal cell carcinoma	Wnt signaling pathway and developmental regulation  	0.0	0.0	0.19470069223224412	GSAI	1236	585
gpt-4o-mini-2024-07-18	KEGG_2021_Human	Basal transcription factors	Basal transcription factors	Transcription initiation and DNA repair mechanisms  	0.3333333333333333	0.0	0.4504216716954521	GSAI	1195	306
gpt-4o-mini-2024-07-18	KEGG_2021_Human	Base excision repair	Base excision repair	DNA Damage Repair and Maintenance  	0.3333333333333333	0.0	0.4978409337327754	GSAI	1099	485
gpt-4o-mini-2024-07-18	KEGG_2021_Human	Bile secretion	Bile secretion	Hepatic transport and drug metabolism  	0.0	0.0	0.3779136414218556	GSAI	1418	585
gpt-4o-mini-2024-07-18	KEGG_2021_Human	Biosynthesis of unsaturated fatty acids	Biosynthesis of unsaturated fatty acids	Fatty Acid Metabolism and Elongation	0.4	0.25	0.6490844200920756	GSAI	1091	494
gpt-4o-mini-2024-07-18	KEGG_2021_Human	Bladder cancer	Bladder cancer	Cell Proliferation and Tumorigenesis  	0.0	0.0	0.32681480994609263	GSAI	1134	572
gpt-4o-mini-2024-07-18	KEGG_2021_Human	Breast cancer	Breast cancer	Wnt and Notch signaling pathways in cell fate determination and proliferation  	0.0	0.0	0.2446625111834188	GSAI	1579	586
gpt-4o-mini-2024-07-18	KEGG_2021_Human	Butanoate metabolism	Butanoate metabolism	Ketone body metabolism and energy homeostasis  	0.5	0.0	0.5121268610846587	GSAI	1095	465
gpt-4o-mini-2024-07-18	KEGG_2021_Human	C-type lectin receptor signaling pathway	C-type lectin receptor signaling pathway	Immune response regulation and signaling 	0.16666666666666666	0.0	0.5003951324129207	GSAI	1401	574
gpt-4o-mini-2024-07-18	KEGG_2021_Human	Caffeine metabolism	Caffeine metabolism	Drug metabolism and xenobiotic biotransformation  	0.5	0.0	0.4711051937340587	GSAI	998	366
gpt-4o-mini-2024-07-18	KEGG_2021_Human	Calcium signaling pathway	Calcium signaling pathway	Signal transduction and regulation of vascular functions  	0.3333333333333333	0.0	0.4476743205573896	GSAI	1983	478
gpt-4o-mini-2024-07-18	KEGG_2021_Human	Carbohydrate digestion and absorption	Carbohydrate digestion and absorption	Carbohydrate metabolism and glucose sensing  	0.5	0.0	0.5277088965027511	GSAI	1192	576
gpt-4o-mini-2024-07-18	KEGG_2021_Human	Cardiac muscle contraction	Cardiac muscle contraction	Cardiac muscle contraction and mitochondrial respiration  	1.0	1.0	0.7056447088558415	GSAI	1389	617
gpt-4o-mini-2024-07-18	KEGG_2021_Human	Cell adhesion molecules	Cell adhesion molecules	Immune cell adhesion and signaling  	0.6666666666666666	0.5	0.5812680480226801	GSAI	1582	492
gpt-4o-mini-2024-07-18	KEGG_2021_Human	Cell cycle	Cell cycle	Cell Cycle Regulation and Tumor Suppression  	1.0	1.0	0.5882129990009342	GSAI	2974	1055
gpt-4o-mini-2024-07-18	KEGG_2021_Human	Cellular senescence	Cellular senescence	TGF-β signaling pathway and cell cycle regulation  	0.0	0.0	0.3972534799756998	GSAI	1631	498
gpt-4o-mini-2024-07-18	KEGG_2021_Human	Central carbon metabolism in cancer	Central carbon metabolism in cancer	Cellular metabolism and signal transduction in cancer	0.6	0.25	0.6804970582275977	GSAI	1252	599
gpt-4o-mini-2024-07-18	KEGG_2021_Human	Chagas disease	Chagas disease	TGF-beta Signaling and Immune Response Regulation  	0.0	0.0	0.2137237691530142	GSAI	1401	454
gpt-4o-mini-2024-07-18	KEGG_2021_Human	Chemical carcinogenesis	Chemical carcinogenesis	Regulation of Drug Metabolism and Cellular Signaling	0.0	0.0	0.3686004881795003	GSAI	2046	386
gpt-4o-mini-2024-07-18	KEGG_2021_Human	Chemokine signaling pathway	Chemokine signaling pathway	Chemokine signaling and immune response modulation  	0.6666666666666666	0.5	0.7600207542476098	GSAI	1741	442
gpt-4o-mini-2024-07-18	KEGG_2021_Human	Cholesterol metabolism	Cholesterol metabolism	Lipid metabolism and transport regulation  	0.5	0.0	0.6385154119469068	GSAI	1164	540
gpt-4o-mini-2024-07-18	KEGG_2021_Human	Choline metabolism in cancer	Choline metabolism in cancer	PDGFR signaling and downstream MAPK/PI3K pathways in cell proliferation and differentiation  	0.25	0.0	0.312919913849534	GSAI	1409	560
gpt-4o-mini-2024-07-18	KEGG_2021_Human	Cholinergic synapse	Cholinergic synapse	Cholinergic signaling and synaptic transmission  	0.5	0.0	0.7273598227839846	GSAI	1480	516
gpt-4o-mini-2024-07-18	KEGG_2021_Human	Chronic myeloid leukemia	Chronic myeloid leukemia	TGF-β Signaling Pathway in Cell Cycle Regulation and Apoptosis  	0.0	0.0	0.21727744100097296	GSAI	1283	533
gpt-4o-mini-2024-07-18	KEGG_2021_Human	Circadian entrainment	Circadian entrainment	Modulation of Neuronal Signaling and Circadian Rhythm Regulation  	0.5	0.0	0.4825802657557817	GSAI	1401	383
gpt-4o-mini-2024-07-18	KEGG_2021_Human	Circadian rhythm	Circadian rhythm	Circadian Rhythm Regulation and Metabolic Integration  	1.0	1.0	0.542627545846627	GSAI	1109	519
gpt-4o-mini-2024-07-18	KEGG_2021_Human	Citrate cycle (TCA cycle)	Citrate cycle (TCA cycle)	Tricarboxylic Acid Cycle and Cellular Respiration  	0.25	0.0	0.5824366646183263	GSAI	1084	608
gpt-4o-mini-2024-07-18	KEGG_2021_Human	Cocaine addiction	Cocaine addiction	Neurotransmitter Release and Synaptic Plasticity  	0.0	0.0	0.24378283781336596	GSAI	1191	398
gpt-4o-mini-2024-07-18	KEGG_2021_Human	Collecting duct acid secretion	Collecting duct acid secretion	Proton transport and pH regulation in cellular organelles  	0.0	0.0	0.3527556337826327	GSAI	1143	461
gpt-4o-mini-2024-07-18	KEGG_2021_Human	Colorectal cancer	Colorectal cancer	TGF-β Signaling and Cellular Response Mechanisms  	0.0	0.0	0.19451171017548394	GSAI	1315	564
gpt-4o-mini-2024-07-18	KEGG_2021_Human	Complement and coagulation cascades	Complement and coagulation cascades	Hemostasis and Inflammatory Response Regulation  	0.25	0.0	0.475566103986681	GSAI	1290	490
gpt-4o-mini-2024-07-18	KEGG_2021_Human	Coronavirus disease	Coronavirus disease	Immune Response and Inflammatory Signaling  	0.0	0.0	0.26590908992970486	GSAI	1930	510
gpt-4o-mini-2024-07-18	KEGG_2021_Human	Cortisol synthesis and secretion	Cortisol synthesis and secretion	Steroidogenesis and Regulation of Adrenal Functions  	0.25	0.0	0.5772722398910775	GSAI	1262	443
gpt-4o-mini-2024-07-18	KEGG_2021_Human	Cushing syndrome	Cushing syndrome	Wnt signaling pathway regulation and steroidogenesis  	0.0	0.0	0.26115945467074064	GSAI	1648	527
gpt-4o-mini-2024-07-18	KEGG_2021_Human	Cysteine and methionine metabolism	Cysteine and methionine metabolism	Amino Acid Metabolism and Transsulfuration Pathway  	0.5	0.0	0.6931226918598943	GSAI	1157	456
gpt-4o-mini-2024-07-18	KEGG_2021_Human	Cytokine-cytokine receptor interaction	Cytokine-cytokine receptor interaction	Cytokine signaling and immune modulation  	0.25	0.0	0.6266749138257528	GSAI	2161	443
gpt-4o-mini-2024-07-18	KEGG_2021_Human	Cytosolic DNA-sensing pathway	Cytosolic DNA-sensing pathway	Cytokine signaling and innate immune response activation  	0.0	0.0	0.5374143937549332	GSAI	1241	558
gpt-4o-mini-2024-07-18	KEGG_2021_Human	D-Glutamine and D-glutamate metabolism	D-Glutamine and D-glutamate metabolism	Glutamate metabolism and regulation  	0.5	0.2	0.7148241969754114	GSAI	992	344
gpt-4o-mini-2024-07-18	KEGG_2021_Human	DNA replication	DNA replication	DNA Replication and Repair 	1.0	1.0	0.7914235925946447	GSAI	1118	482
gpt-4o-mini-2024-07-18	KEGG_2021_Human	Diabetic cardiomyopathy	Diabetic cardiomyopathy	Mitochondrial energy metabolism and signaling regulation  	0.0	0.0	0.2936880986580359	GSAI	1877	430
gpt-4o-mini-2024-07-18	KEGG_2021_Human	Dilated cardiomyopathy	Dilated cardiomyopathy	Cardiac muscle contraction and signaling regulation  	0.0	0.0	0.3286446255319292	GSAI	1362	528
gpt-4o-mini-2024-07-18	KEGG_2021_Human	Dopaminergic synapse	Dopaminergic synapse	Regulation of cellular signaling pathways and neuronal activity**  	0.0	0.0	0.38232210390667565	GSAI	1567	554
gpt-4o-mini-2024-07-18	KEGG_2021_Human	Drug metabolism	Drug metabolism	Xenobiotic Metabolism and Detoxification  	0.5	0.0	0.6130885852709345	GSAI	1450	355
gpt-4o-mini-2024-07-18	KEGG_2021_Human	ECM-receptor interaction	ECM-receptor interaction	Extracellular Matrix Organization and Cell Adhesion  	0.0	0.0	0.517806183184015	GSAI	1323	390
gpt-4o-mini-2024-07-18	KEGG_2021_Human	Endocrine and other factor-regulated calcium reabsorption	Endocrine and other factor-regulated calcium reabsorption	Calcium signaling and homeostasis regulation  	0.42857142857142855	0.0	0.556267443978566	GSAI	1207	404
gpt-4o-mini-2024-07-18	KEGG_2021_Human	Endocytosis	Endocytosis	Endosomal and Lysosomal Trafficking and Regulation  	0.0	0.0	0.4286778110834166	GSAI	2060	463
gpt-4o-mini-2024-07-18	KEGG_2021_Human	Endometrial cancer	Endometrial cancer	Cell proliferation and apoptosis regulation via the PI3K/AKT and Wnt signaling pathways  	0.0	0.0	0.2361489269781039	GSAI	1209	641
